ArtistID,ArtistName,ArtistLocation
ARA7YDA1187B9A5776,"Patsy Cline","Gore VA"
AR47RVG1187B995CE7,D:Fuse,"Austin TX"
ARN0DMU1187FB5B63A,"Daryl Hall & John Oates","Philadelphia Pennsylvania"
ARD8JVH1187FB4DA04,"Bad Company",England
ARJRF841187B9B7F9A,"Max Steiner","Vienna Austria"
ARJEPNS1187FB3DEF4,"Angel Romero",
ARS6I1U1187FB468F9,"Juliette & The Licks",
ARJRIM91187FB3EF9A,"Paul Avgerinos",
ARIHUOK122988F22DD,Bangalafumenga,
ARC3EZO1187B9B9314,Angels,Australia
ARZQ7QA1187B9AD08B,Prince,"Minneapolis MN"
AR87ZMN1187B99689C,"Diego Verdaguer",
ARYCCQX122BCFCC4E4,Cavo,Missouri
ARHLYXD11F50C4B49E,Bruisers,
ARGPFYP1187B98F5CB,"The Highwaymen","Dayton OH"
ARJJ8I01187FB4CE98,Joselito,Jaen
AR2FAMK1187FB4CF60,AFI,"Ukiah CA"
ARHMQHN1241B9C56C8,"Lil Mz. 313 featuring DJ Rashad",
ARA7EEC1187FB4C392,Snowgoons,"Karlsruhe Germany"
ARJDWAF122ECCBD2C9,"Jah Legacy",FRANCE
ARR322V1187FB4F9CB,"The Cufflinks",
AR8J32V1187FB4F874,"Dimitri Tiomkin","Kremenchuk Ukraine"
ARZ3BA51187B998A3E,"Pheeroan Aklaff",
ARJW7KB1187FB47C36,"Olivia Ruiz","Carcassonne France"
ARPZRFT12086C12690,"Rick Snel",
AR2BU3O1187B98EBDA,"Raymond Lefèvre",
ARHNXXY11F4C84236F,"Chanta Vielma",
ARIBTOJ11F4C83E8DD,"Undertakin' Daddies",
AR3DWG81187B98E3FA,Papoose,"Bedford-Stuyvesant NY"
ARTC5DW1187B98FCF2,"Plump DJs","London England"
ARQSZLT124207825BA,"Konstantinos Galanos",
ARHFIXK1187B99D6A9,Astrovamps,
ARPU5CQ1187FB4469F,"Jimmy Durante","New York NY"
ARHRKTK1187B99E1D5,"Jackie Wilson","Detroit MI"
ARKO0JR1187FB4945A,"Sao Paris",
AR00A6H1187FB5402A,"The Meatmen","Lansing MI"
ARPOV8N1187FB4D78F,"Jimmy Nelson","Philadelphia PA"
AR3QRJ91187B98E4C2,"Jacques Dutronc","Paris France"
ARXR2N11187B99857E,Hotwire,"Newbury Park CA"
AREY1HI1187B98B395,"The Gufs",
AR16GSC1187B9A6291,Eagles,"Los Angeles California"
ARFSPOV1187B9B2363,"Basement Jaxx","London England"
ARWVVVP1187FB52F31,"Mark Wills","Cleveland TN"
ARJNRA61187FB57724,"Weirdos_ The",
ARMAEYS1187B990F2F,Tree,
ARQXC7V1187FB4DA9E,"DAVE MATTHEWS BAND","Charlottesville VA"
ARQCFI11187FB5AE43,"George Jones","Beaumont Texas"
AR7SF1N1187B9A91D1,"John Berry","Aiken SC"
AR3EVEE1187B9994B7,Abijah,Jamaica
AR0O3AV1187FB4D030,"Agnostic Front","New York NY"
ARHL8SP1187B98F8A3,"Sick Of It All",Virginia
ARDMKKB1187B9A0EDA,Très,Texas
AR9AWNF1187B9AB0B4,"Kenny G","Seattle Washington USA"
AR8VZW31187B9B7217,"Kevin Burke",
ARN5MQ11187B98A12D,"Sean Quinn",
ARNNPJM1187FB3DB37,"Oscar Pettiford","Okmulgee OK"
ARCEAJY1187FB4DF61,Fuel,
ARDINVM1187B98A6C1,"Marc Lavoine","Longjumeau France"
ARLTX751187B9A1828,"Frederick Knight","Birmingham AL"
ARP7ILI1187B9AE9F7,"Phantom Planet",
AR6HEHH1187B9985F9,"Russ Morgan","Scranton PA"
ARSCJQW1187B9B3523,Hoods,Vrsac
AR01VU31187B997DA0,"Grand Funk","Flint MI"
ARP8TSJ1187FB54852,"Carl Doy",
AR4SOKG1187B98D2B0,"Geier Sturzflug",
ARWUK9L11C8A42C37B,Workhorse,Mississippi
AROGN2E1187B98D292,"Deep Puddle Dynamics",
ARBX0VO1187B98A412,Zebra,
ARIT9Y51187FB364AE,"The Irish Rovers","Alberta Canada"
ARQRDOM1264D13A4E5,"A Tundra",
ARVQ4QM1187B98AD95,"Hank Penny & Sue Thompson","Birmingham AL"
ARJ45SE1187FB44AD1,"Winds Of Plague","City of Angels"
ARO1D981187B9A0D24,"Al Duvall","NY - New York City"
ARLJWTL1187B98C0DE,"Modern Lovers","Boston MA"
ARIF3EV1187B9B8522,"Paul Taylor",Wyoming
ARMOHN71187FB3959F,Atreyu,"Orange County CA"
AR4R84C1187FB3EC16,"Shelly Manne","New York NY"
ARC18161187FB4CF4B,Amil,"New York NY"
ARJ4B7V1187FB4CB90,"DJ Godfather",
ARIMZQZ1187B9AD541,Thrice,"Orange CA"
ARHJMEF1187FB415AE,Fehlfarben,"D�orf Germany"
AR1N3PB1187B9B25C1,"Andres Calamaro",
AR16NGV1187FB5B8BC,Kruger,"Lausanne CH"
AR1206S1187B9AF3EA,"Albert Préjean",
ARJ6GR01187B98D64D,Lonestar,
ARX5XTP1187FB3D8CC,"Freddie McGregor",
ARZCTTD1241B9CD9DD,"Amber Nicholson",
ARNFTGS1187B9A465F,"Circle Jerks","California - LA"
ARM0P6Z1187FB4D466,"Arctic Monkeys","Sheffield South Yorkshire Engla"
ARHB1961187B9B1732,Kofi,"California - LA"
ARBXVFV1187B99AA63,"Gene Simmons","Haifa Israel"
ARJSPWK12454A4CB28,SANSHIRO,
ARPKLK81187FB42AC9,"Death SS","Pesaro Italy"
ARO5T1P1187B9AC680,"Lou Reed","Brooklyn New York"
AR0DQEE1187B9A22DC,"Daniel Chan",
ARWNTXK11EBCD7BBFB,Alain-François,
ARRKDGI122988FCC3C,"Los Rumberos Catalanes",
ARMB95F1187B9B5B93,Cam'Ron,"Harlem NY"
ARZEHMQ1187B9950C0,"Paulo Flores",
ARL0H401187B98B0E1,"Philly's Most Wanted",
ARXW6QA1187B9983C0,Phantomsmasher,
ARCU3AN1187B989EA0,Bas-Sheva,
ARSX6IX1187B9B640C,"Big Star","Memphis TN"
ARQ91R31187FB38A88,"Grandpa Jones","Niagra KY"
ARN1J741187B99EFB9,"Cross Country","Auburn CA"
ARFPVJN11F50C482EC,"Jack Miles",
ARCII0J1187FB3A1B4,"The Marx Brothers","New York City New York"
ARMJMBJ1187B98C46F,"Bug Mafia",
ARYOPH81187B98AEED,Converge,"Boston Brooklyn USA"
AR0XJ291187FB45855,Drexel,"Dayton Ohio"
ARBNYIE12802FDE477,"Cool Connection",
ARS54I31187FB46721,"Taylor Swift","Wyomissing PA"
ARWVMJA1187B98AA6E,"Nancy Walker",California
ARA1UU51187FB5A70B,Misfits,"New Jersey"
AR5KHL41187B9ADE2A,"Jyve V",
ARNZNFW122BCFCAB3B,Ino,Quebec
AR9SYAF1187FB43BD5,"Cherish The Ladies",
ARJWK3M1187B98D679,"Eden's Bridge",
ARXWBOL11E2835E5BB,"Abbott & Chambers",
ARVJVFF1187B9B40D6,"Al DiMeola","Jersey City NJ"
ARSE5NP1187B9B98AB,"Twista & The Speedknot Mobstaz","Chicago IL"
ARW2IMH1187FB4791F,"The Revolutionary Ensemble",
ARB1LM61187FB4DDF4,"Leroy Van Dyke","Spring Fork MO"
ARSC6WR1187FB40B18,"Peggy Lee","Jamestown ND"
AR56UY11187FB46D49,"Lightnin' Slim","St. Louis MO"
AREVQ7D1187FB4371B,"Randy Stonehill","California - LA"
ARXRYQS11F4C846B96,Mathey,
ARUCK7I1187B9B331D,"Elli Kokkinou",
ARI4S0E1187B9B06C0,"David Arkenstone",Tennessee
ARW45YR1187FB3DE95,"Pierre Perret",
ARAG1DX1187B98BB10,"Ben Sidran","Chicago IL"
AR9Q3LP1187FB3D647,"Soilent Green","New Orleans LA"
ARDGPFY1187B9A371B,"Long Beach Dub Allstars",
ARS1OWB1187B99EEAD,"New York Dolls","New York NY"
ARCIXWX1187FB4F1DF,"3 Way Funk","California - SF"
ARRHLSD11F4C845076,"Freddie Roulette",Illinois
ARPGQ9A1187FB4D0AD,"Noel Harrison",
ARD4KNM1187FB3626A,"Liquid Stranger",
ARMQUTT12086C12BF5,"Spok Frevo Orquestra",
ARJDWEA1187B9B676F,"Bob Newhart",
AR6U4801187B9A8C45,"Boney James And Rick Braun",
ARLHO5Z1187FB4C861,"Beastie Boys","New York NY"
ARXZAV31187FB3CE61,Academy/Marriner,
ARMW52H1187B98C835,Daouda,
ARKJWYK1269FCD1A1C,"Ace Da Vinci",
AR8I87E1187FB57E2E,"Andrae Crouch","Pacoima CA"
AR040M31187B98CA41,"The Bug Featuring Ricky Ranking",
ARID1TK1187FB4CFB8,"All Girl Summer Fun Band",
ARBEOHF1187B9B044D,Madonna,"Bay City MI"
AR18B3W1187B9A5AAA,"Louisa Mark",
ARJQSSS1187B99A513,"Cookie Crew",
AR51YM81187B9B536C,"Michael Salgado",
ARAI3SX1187B9A3A9A,Brainchoke,
AR2S6UD1187B9B944F,"León Gieco",
ARJPADO1187B9897CE,"Moving Ninja",
ARCJKV91187FB46210,"KT Tunstall",Scotland
ARJZQ321187FB5AAA1,"Hound Dog Taylor and The Houserockers",
ARGUMVS1241B9CBE9B,"Tony Mathews",
ARVXXQD1257509E117,"La Billo_ Los Melódicos",
ARHJJ771187FB5B581,"Screaming Lord Sutch","Harrow Middlesex England"
ARXALW01187FB4B466,"Sylvia Tosun","Wolcott CT"
AROJ4RQ1187FB50102,Pinch,Illinois
ARUZS6L1187FB50A56,"Dave Weckl","St. Louis MO"
ARN3X4T1187B99EA39,"Jacky Cheung",
AR8ICFK1187FB5A3A0,"Rance Allen Group","Detroit MI"
AREP0H61187FB443CF,"Grayson Capps",
ARAIJG51187B9B97A4,"Café Quijano",
ARA1UU51187FB5A70B,"The Misfits","New Jersey"
ARBU6D71187B9B5319,"Clarence Gatemouth" Brown"","Vinton LA"
ARMFXPI1187B99717E,"The London Theatre Orchestra",
AR41O131187FB51448,"DJ Isaac",
ARVG1MI119B86678D4,X-tv,
ARRTQ3Y1187B9AC835,"Scott Weiland","Santa Cruz CA"
AR21EJD1187FB3B9A9,"Beto y sus Canarios",Guerrero
ARS8DXZ1187B998AA3,Bravehearts,
ARAPLFD1187B98DABD,"Robin Fox",Florida
ARJ7HBI1187B993719,"Deborahe Glasgow",
AR3DLBB1187B98F3DF,"The Statler Brothers","Staunton VA"
ARXAHU31187B9B1520,Vex'd,London
ARSG0RY1187B98E989,"The Kings","CANADA - Ontario"
ARAA1VM1187B994013,"Daler Mehndi",
ARC41BF1187B98ECBB,"Lil' Romeo",
ARGWLJT12086C14A09,Shunza,
ARO762K1187FB46BCD,"Annie Blanchard",
ARDITLE1187B9B5B4B,"La Bergère",
ARWENXU12454A2DE56,"CoCo Lee",
ARMDE3V1187FB3EEFB,"The Last Days Of Jesus",
ARPCDZM1187B996876,Dyango,Massachusetts
ART09111187FB5BF48,"Ty Herndon","Meridian MS"
AR7DBMA1187FB516B1,"The Knife",Sweden
AR8VUUR1187B9A518B,"Chris Jagger",
ARW4ZCO1187B9B22D3,A-FS,"Great Britain / UK"
ARDNBQU1187B9B6DC2,Kieran,Idaho
ARIS3CU1187B9B9423,"REX ALLEN JR.","United States"
ARPKYQU1187B9A062F,"Danny Davis & The Boys",
ARW5IF01187B9AEA98,"Sugar Ray","Orange County CA"
ARTKOGW1241B9CD42B,"DJ Omega",
ARTPMPX1241B9C68D9,"Viki Mosholiou",
ARR1R5V1187FB4D234,"The All-American Rejects","Stillwater OK"
ARFK4281187FB5C811,"Vox Dei",
ARZILUO1241B9C6736,"Tony Ashton & Friends",
AR3O66A1187FB39519,Sinch,Pennsylvania
ARGK9MB1187FB37402,MIMS,"New York NY [Washington Heights]"
AR7PPJV1187FB397CC,"The James Taylor Quartet",
AR95CRV1187B9AFD6D,"Pedro Luis e a Parede",
AROSGVP1187B9B011F,"The Clancy Brothers;Tommy Makem",Ireland
ARWBYIR11F4C83B3FE,"Double Image",Maryland
ARABTW91187FB3A73B,Gorki,
ARHUC691187B9AD27F,"The Mars Volta","Long Beach California"
ARMX0GY1187B98B62E,"Lynn August","Lafayette LA"
ARD7DTC1187FB404DF,POLINA,
ARS6L1E1187FB585B6,"Karlheinz Stockhausen","M�th Germany"
AR2WUJP1187B99364C,"Nicola Fasano",
ARXIPJZ1241B9C818F,"Jennifer Clarke","Cork Ireland"
ARXLMH011C8A415658,brokeNCYDE,"ALBUCRAZY NEW MEXICO"
ARD94MR11C8A42B029,"Richie McDonald",Tennessee
ARW7K0P1187B9B5B47,"Barenaked Ladies","Toronto Ontario Canada"
ARQZOCL1241B9C85AF,Nightswimmer,
ARVY1W51187B9AF4F7,"99 Posse",
AR21YNH1187FB49649,"Ms. Dynamite / Bounty Killer",London
AR6TZJQ1187B9AD572,"Pierre Boulez","Montbrison France"
ARS755J1187B9920C6,Assassin,California
AR25LGJ1187B9B2492,"Doug Sahm","San Antonio TX"
ARCYOHQ1187B9AEACA,"Max Stalling",
ARVV4Y41187B995F04,"Deepest Blue",
ARTPY6B1187B98C720,Cactus,
ARAKX8D1187B98CCE2,"Bob Cheevers",Tennessee
AR2DKN01187FB3AA39,"Wesley Tuttle","Lamar CO"
ARAEX7Y1187FB42D36,"Toni Braxton","Severn MD"
ARSKZAQ1269FCD50EF,"Brice Kapel",
ARIL9H31187B9893FF,"DJ Deeon",
AR93D4D1187FB3ACAD,"J.J. Cale & Eric Clapton","Oklahoma City OK"
ARPWMGF1269FB25878,"Yiannis Tassios",
ARNYDR91187FB542BF,"MICHAEL WHITE","Knoxville TN"
AR12MUW1187B9A5DF4,"Ricardo Lemvo","HOUSTON Texas"
ARMHR011187B9A62B5,"Joe Bataan","Spanish Harlem New York City NY"
AR4YY6D1187B9AEC44,"Spooky Tooth","Great Britain / UK"
ARABDBR11E2835EADC,Larytta,
AR5EQRI1187FB41287,Kuba,Latvia
ARZTSMH122988F522A,"Reginaldo Bessa",
ARYQQSV1252CCF982A,"John Hammond",
ARJQ8WU1187FB37FCD,"Patrick St-Eloi",
ARDWS2V1187B99AED0,Mazz,
ARAI2ZO1187B9A0536,"Catupecu Machu",
ARUQZUY1241B9CEB3E,Asure,
AREBCAO1187B994183,"Jorge Alfano",Florida
AR6MIU31187B994603,"Stefon Harris",
AR797VK1187B989DDE,D.A.R.,
ARQDONM1187B9BA1AD,"Junior Parker","Clarksdale MS"
ARPQ9MD1187FB3D29A,"Cheri Keaggy",
AR19QNR1187B9A13C5,Cassidy,"Philadelphia PA"
ARW1BRR1187B996332,"The Shamrock Singers",
ARN7POH1187B9B301E,"Jessica Simpson featuring Lil Bow Wow","Dallas TX"
ARMH10M1187FB4184F,fIREHOSE,Wisconsin
ARNKWCP1187FB3AAF6,"Electronic pig",
ARIZLHQ1187B9A18C4,"Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm",
ARQOATR1187B9AE959,"Jane's Addiction","Los Angeles CA"
ARLNY561187B9B0355,Noisettes,
ARC2BFH1187B98F3C8,"Pete Miser","NY - New York City"
AR07VS41187FB37944,"Mungo Jerry",
ARRXNGN124207835CB,"Grup Knar",
AR7Q6QB1187B98A864,Amilcar,Florida
ARRJ3UC1187FB579D7,"Wyclef Jean","Croix-des-Bouquets  Haiti"
ARN2ZKL1187FB3972B,"The Distillers","L.A 	California Estados Unidos "
AR8AVU31187FB42175,"The Robert Cray Band",
ARGR7431187FB3F3FB,"Jacques Higelin","Brou-sur-Chantereine France"
AR4G2AQ1187FB59D5B,Indica,Finland
ARN4IYF1187FB49D76,"Pagan Wanderer Lu",
AR0FQ071187B9ACEC0,"Eduardo Dusek",
AR0B3RS1187FB48F5D,Why?,"Cincinnati OH"
ARMGO941187FB3B52A,Hi-Tack,
AROQ9OT1187B99E88D,Kékélé,
ARVQ4QM1187B98AD95,"Hank Penny","Birmingham AL"
AR1WLWQ1187B989B85,Dealership,
ARZJFOF1269FB36799,"Frankie Howard",
ARCPN4U1187B9A94B7,Freakhouse,"South Hadley Massachusetts USA"
ARN5NHX1187FB4F755,"The Smashing Pumpkins","Chicago IL"
ARCZGEP122988F4890,"Starski and Clutch",
AREAEX91187B98DC01,"Gaither Vocal Band",
AR5ZGC11187FB417A3,"Big Mountain",California
ARE7FPO1187B9AF7CF,"Kommunity FK",
AR3CLBX1187FB5A307,"Richi M.",
ARJVTRE1187B9959C0,Foghat,"London England"
AROCP781187B98E2A3,"Tim Hughes","CANADA - Ontario"
ARHP6H31187FB4A38C,"DJ Icey",Florida
ARCT2BM1187FB3D02A,"Babbu Maan",
ARLK1A71187B9AECD2,"Yuppie Pricks",Austin
ARUKJUP12086C14589,"Ramón Vargas",
ARVMOTP1187B99720F,"Barbara Jones",
ARPYTUA1257509E91A,"Sirka Ragnar",
AR45GMQ1187FB466DA,"Richard Walters","London UK-England"
ARJGQJD1187B997A00,"It Dies Today","Buffalo NY"
ARSZVAK1187FB4A9F0,"Richie Ray & Bobby Cruz",
ARZNQEM11F4C83B660,"Les Paul_ Mary Ford",
ARF3FBD1187FB40B90,"Little Brother","Durham NC"
ARZXTUO12509411DAE,"Vaggelis Perpiniadis",
AR137UW1187B98CCBA,"Charlie Byrd Trio",
ARJUNZD1187B9A5DAE,"Herb Alpert And The Tijuana Brass","BEVERLY HILLS California"
ARTWNNQ1187B9A15BC,"Glen Ricks",
ARH24021187FB4DEA1,"Black Messiah",Nordrhein-Westfalen
ARXHWL31187FB476F4,unloco,
AR9JJ761187B9AF496,"Tanya Chua",
ARSDFYB11F50C4F736,"The Cutting Edge","California - LA"
AR1XUYS1187B9A44D7,"Natalie MacMaster",
ARHKMWZ1187B99C002,"Southside Johnny Lyon",
ARVIT0V1187B9A7CDE,"Danny Diablo feat. Puerto Rican Myke",
ARKE7ZQ1187FB504BB,Blackfoot,"Jacksonville FL"
ARAU2Q51187FB50D4C,Smiley,"Tyler Texas USA"
ARRDRI71187FB46EAA,"Grizzly Bear","Brooklyn NY"
AR0CWOB1187B99FA08,GARFIELD,"United States"
ARKFEHQ11F50C47E43,"George Dalaras",
ARRCDBV12454A42B90,"Manolis Famellos & I Podilates",
ARM7YQQ1187B9A84E7,Blondie,"New York NY"
ARAOLGH12592CDA7AA,Darcelys,
ARCGJ6U1187FB4D01F,"Akon / Kardinal Offishall","St. Louis MO"
AR9HABI1187FB3ACAA,"Red Foley","Blue Lick KY"
ARBWFER11C8A42BA94,"The Weegs","California - SF"
ARK7ZPW1187B99C170,"Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni","New York NY"
ARL0ID81187B9B2CB3,Yvette,
ARXICPY122CC3B292D,"Tanika Turner",California
ARCTOMY1187B9A8175,"Computer Paul",
AREWHWV1187FB391A8,"Tomash Gee",
ARYNSN31187FB4C573,"Bizzy Bone","Columbus OH"
ARYCKB61187B998E70,"Debra Laws","Houston TX"
ARZYP6O1187B9892E7,"Chapta_ Stage McCloud_ SupaStarr & Tony Manshino",
ARY7DVZ1187FB58433,"The Monroes",
ARCH7RE1187FB5B1B9,"Red Stick Ramblers","Lafayette/Baton Rouge LA"
ARELFMN1187FB3D68B,"Doc & Merle Watson",
ARYQQY31187B9ABBE1,Berrogüetto,
ARTE9CG1187B99B1AF,"DMX / Dyme",
ARMMKRK1187B996E31,"William Goldstein",
ARJMUEZ1187B98D16E,"Danger Danger","Queens NY"
ARC2HVM1187B98CE05,"Clay Crosse",Tennessee
ARTWYHK1187FB568B8,"José Roberto Bertrami",
ARKFSDP119B8668F25,"Elizete Cardoso",
ARKYRYH11F4C84282E,"Orquesta Harlow",
AR8BUVM1187FB4D94D,"Belle and Sebastian",
AROC6N61187FB40B14,"Steven Halpern",
AR3O3TX1187FB48B19,"The Russell Family",
ARICCN811C8A41750F,"Ya Boy","United States"
AR97HAK1187B99C7D2,"The Harvey Averne Dozen",
ARG9CID1187B9AB010,"Taking Back Sunday","Long Island New York"
AR13CXU1187B9AD30A,"The Clash","London England"
ARJO8W91187B9AB734,"Mystic Revelation of Rastafari",
ARIUOLE11F4C83C703,"Suzy Thompson","California - SF"
ARIYZFT1187FB5393E,Mart'nália,
ARVMGEJ1187B98E672,"Opiate For The Masses",
ARLWEID1187B98DE3C,"Quincy Jones","Chicago IL"
AR3NPVS1187FB5108F,"Ministry of Sound","Paris France"
ARYAYLS1241B9C5ED0,"Kamelo Punto Semos",Barcelona
ARI0AB01187B9B7D94,"Les Brown","Reinerton PA"
ARZYPLF1187FB45B9B,Rooney,"Los Angeles CA"
ARRIIUT12131B4B784,"8Ball & MJG","Memphis TN"
AR342K51187B98B571,"Timothy Byram-Wigfield",
ARQQCFZ11F4C84217F,"Jazz Crusaders",
ARVNGA71187FB3C107,"Faith Hill","Jackson MS"
ARABS971187B9A8509,"France D' Amour",
ARMI8BW1187FB57B2E,Kiss,"New York NY"
AR4PQ891187FB5CA9F,"Dionne Warwick","East Orange NJ"
AR557N41187FB3E67F,"Swallow The Sun","Jyväskylä Finland"
AR57MOK1187FB3C8C7,"Stanley Clarke & George Duke",
ARSTA431187B9A3599,"Dennis Brown","Kingston Jamaica"
ARVNGA71187FB3C107,"Faith Hill","Nashville TN"
ARZ4Y2H1187FB3C36F,Estopa,
ARQTSDN1187FB41222,"Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey",
ARSX3I61187B98FAC7,"Frank Stokes","Whitehaven TN"
ARYGVDP1187FB42918,"John Wesley Ryles",
ARUKNSS1187FB435E3,"Bobby Broom","New York City"
AR5R7791187FB3A8C3,"Alfredo Kraus",
ARPOWQJ1187B9A2347,Junie,
ARYLSGC11F43A69EF6,"Los Amigos Invisibles",Venezuela
ARNORNI1187B98CAFB,"Byron Cage featuring Tye Tribbett",
ARTR6RX1187FB381C8,"Frederic Galliano",
ARDROT11187B9AD5AE,"Room 5",
AR1RKB91187B9A56CB,Lambda,
ARSQW3I1187B9ACD14,"Leona Naess","London England"
ARHC1RH11A348F085D,"Roger Subirana",
ARS26BQ1187B99466D,"Vilma E Vampiros Palma",
AR80BY41187B98DECF,"Albert King","Indianola MS"
ARRE5MX1187B992292,"Frankie Negron","New York NY"
ARHAEXZ1187FB54F3C,N.E.R.D.,
ARQB8PN1187B98E6C4,Tresenlesen,
ARR1R5V1187FB4D234,"The All American Rejects","Stillwater OK"
ARE5OK11187FB450F1,"Viktor Krauss","Champagne IL"
ARUPH8D1187B9A6046,"Dan Cummins",
ARM3QKQ1187FB421E0,"Willy DeVille","New York New York"
AR2GU4Y1187B99F35E,"Pescado Rabioso",
ARWK5QH1187B9A9B7F,"Justin Timberlake",
ARN0DMU1187FB5B63A,"Hall & Oates","Philadelphia Pennsylvania"
AR2FSX31187B98E3EF,"Ricky Martin Feat. La Mari de Chambao"","San Juan Puerto Rico"
ARF1LT21187B989EEB,"White Willow",
ARRU3BE1187FB39218,"Los Barón De Apodaca",
ARKBX5B1187B9ADAFD,"Ten Wheel Drive",
ARS94L01187B9AD297,"Nerf Herder","Santa Barbara CA"
ARVEFIT12086C1686D,"Vinícius de Moraes",
ARB054P1187B9AD32E,Santana,"San Francisco California"
ARPZBNS1187B98E279,"Huey Dunbar",
AR03GWG1187B9B6C85,Sylver,
AR1JEKW1187B9ADFBE,"Dead Hearts","Buffalo NY"
AROD1VN1187B9B377F,"Klubbingman feat. Beatrix Delgado",
ARZUVRN1269FB3759D,"Mawatari Matsuko",
AR54KC51187B9A2B97,"Harry Diboula",
ARX134S1187FB46E56,"Scott Matthews","CANADA - Ontario"
ARV38M11187B99424D,"Graham Central Station",California
ARGFFA01187B9A2D11,Pennywise,"Hermosa Beach CA"
ARUIRXF1187FB45BC6,JK,Texas
ARRBTUP1242077FA75,"Taking Dawn",
ARS8KBY1187FB4BC7E,Kurupt,"Philadelphia PA"
AR9JLBU1187B9AAEC4,"Danny Williams","Port Elizabeth South Africa"
ARN5L1O1187FB4D955,"Eyes Set to Kill","Tempe AZ"
AROY0LJ1187B99654D,"Kol Simcha",
ARU2IVS1187FB42A82,"Ale Möller",
AR8365R1187FB5997B,"Jean Carignan",
ARN9Q881187FB3D951,"The Dells","Chicago IL"
ARI3GKM1187B9B7837,"The Dylans","Sheffield Yorkshire England"
ARB336A1187B9A4583,"The MC5","Lincoln Park MI"
ARY8LJ11187FB4019B,"Floyd Cramer","Samti LA"
AR798FU1187B9B91CF,"Craig Wedren",
ARXGWZP11F4C83C075,"Leon Lai",
ARPUHKM1187B99F205,Nybbl,
AR7Q0O91187FB4DBE7,Plies,"Fort Myers FL"
ARNHJHU1187B98F79C,Nightfall,"Bogota COL"
ARDBSFT1187B9AC9C1,"Fountains Of Wayne","New York NY"
ARLJK1O1187B9B0FC4,"The Knightsbridge Strings",
AR4B1LP1187FB55C83,"Juan Diego Flórez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi",
AREMOC71187B996C2F,"Lara Fabian",
ARMPIH61187FB44227,"Sun Yan-Zi",
AREMPZY1187B9B8FF3,"David Banner / Sky / Marcus","Jackson MS"
AR7BODP1187B9B7766,Abracadabra,
AR6MUJ91187B99DAAA,"Event Horizon","Chihuahua Mexico"
ARY9J9F1187B990241,"Entre Ríos",
AR035N21187FB3938E,"BT feat. JES",Earth
ARKGGBJ122ECCBAC65,"Arika Kane",Connecticut
ARV3BXR1187B991C82,"Oscar Castro-Neves",
ARXK6E71187FB4AA1E,"The Cliks","Toronto Canada"
ARSM2YU1187B99D602,"Jaci Velasquez",
AR11YQ81187FB3C654,"Dixie Chicks","Austin TX"
ARLLUSZ1187B98ACDC,"Tha Liks featuring Defari",
ARGH53H1187B9A5511,"Cliff Bruner","Houston TX"
AR8KUS11187B98C991,"Brigada Victor Jara",
ARNRPI31187B9AC699,"The Crystal Method","Los Angeles CA"
ARR2NH51187B98CE4C,"Kate Clinton",
AR59GUH1187FB4DF84,"Scissors for Sparrow",
ARUJSSR1241B9CAF37,MyKungFu,
ARMFGS71187B98ED03,"Liquid Soul",
AR2HXXS1187B9AF3E2,"Jesus Jones",
AR3Q3QT1187FB396E7,"Sanna Nielsen",Sweden
ARDNMNC11F4C842FDE,"Sin Plomo feat. Boris G.",
AR2BG0R1187FB398C3,"Dax Riggs","Houma LA"
ARGUVEV1187B98BA17,"Grupo Sierra Maestra",
AR6ET9I1187FB53C65,"Ben Jelen",Scotland
ARZSFIJ1187B98B8BC,"Warner mack","Nashville TN"
ARMRQFC1269FCD2C40,Roj,
ARWLUAI11F4C840637,"Jeanne Robertson",
ARF9EI11187B9AB66C,"9th Wonder","North Carolina"
ARDVUFT1187B994637,"Cabin Crew",
ARXXCHI1241B9C54EE,Lockwood,"Cypress Texas"
ARGHPIE1187FB3CCDF,"Fenton Robinson","Minter City MS"
ARSQRPG11C8A4174C6,Esser,
AR93K7R1187B9AC92A,"Black Debbath","Oslo Norway"
AR2WUJP1187B99364C,"Nicola Fasano Feat. Paula B",
ARPATQ21187B9ACAFC,"Happy Mondays","Manchester England"
ARYSIIT11F50C511A5,"The Plasmatics",
ARJUSOQ1187FB3E063,"Chalk Farm",
ARD44H211C8A422686,"This Or The Apocalypse",
ARTR7971187FB4CF69,"Rocket From The Tombs","Cleveland OH"
ARJIQLJ1187B998316,"Long John Hunter",Louisiana
ARLV03V1187B9A33A9,"Djelimady Tounkara",
AR7FN5Y1187B99B248,"J.R. Writer_ Jha Jha",
ARCTEJY1269FCCF46D,"Mr. Grillo",
ARL2XD71187B9B690B,"The Hokum Boys",
ARTE9CG1187B99B1AF,"Karaoke (Made famous by DMX)",
ARVTGUZ1187B9AA3DA,"No Address","Tallahassee FL"
ARPGCHN1187B9A2831,"Nicky B",
ARYVJYT1187FB484D7,"John Stewart","San Diego CA"
ARA3O2C1187B989063,Hinge,
ARELMNO1187FB52929,"Bottom Of The Hudson","Charlottesville VA"
ARHEBZJ1187FB37C3A,"Samba Enredo",
